"","subject","language","abbreviation","framesetter","topic","verb"
"1727","36_E","E","9b","3","1","2"
"1730","36_E","E","6u","3","1","2"
"1732","36_E","E","3b","2","1","3"
"1734","36_E","E","1b","3","1","2"
"1735","36_E","E","10u","3","1","2"
"1737","36_E","E","5b","3","1","2"
"1738","36_E","E","9u","3","1","2"
"1739","36_E","E","7u","3","1","2"
"1740","36_E","E","4b","3","1","2"
"1742","36_E","E","8u","3","1","2"
"1744","36_E","E","2b","3","1","2"
"1745","36_E","E","5u","3","1","2"
"1747","36_E","E","8b","3","1","2"
"1748","36_E","E","1u","3","1","2"
"1751","1_T","T","10b","1","2","3"
"1753","1_T","T","3u","1","2","3"
"1754","1_T","T","6b","1","2","3"
"1757","1_T","T","4u","1","2","3"
"1758","1_T","T","2u","1","2","3"
"1759","1_T","T","9b","1","2","3"
"1761","1_T","T","7b","1","2","3"
"1762","1_T","T","6u","1","2","3"
"1764","1_T","T","3b","1","2","3"
"1766","1_T","T","1b","1","2","3"
"1767","1_T","T","10u","1","2","3"
"1769","1_T","T","5b","1","2","3"
"1770","1_T","T","9u","1","2","3"
"1771","1_T","T","7u","1","2","3"
"1772","1_T","T","4b","1","2","3"
"1774","1_T","T","8u","1","2","3"
"1776","1_T","T","2b","1","2","3"
"1777","1_T","T","5u","1","2","3"
"1779","1_T","T","8b","1","2","3"
"1780","1_T","T","1u","1","2","3"
"1783","2_T","T","10b","1","2","3"
"1785","2_T","T","3u","1","2","3"
"1786","2_T","T","6b","1","2","3"
"1789","2_T","T","4u","1","2","3"
"1790","2_T","T","2u","1","2","3"
"1791","2_T","T","9b","1","2","3"
"1793","2_T","T","7b","2","1","3"
"1794","2_T","T","6u","1","2","3"
"1796","2_T","T","3b","2","1","3"
"1798","2_T","T","1b","1","2","3"
"1799","2_T","T","10u","1","2","3"
"1801","2_T","T","5b","2","1","3"
"1802","2_T","T","9u","2","1","3"
"1803","2_T","T","7u","2","1","3"
"1804","2_T","T","4b","1","2","3"
"1806","2_T","T","8u","1","2","3"
"1808","2_T","T","2b","2","1","3"
"1809","2_T","T","5u","1","2","3"
"1811","2_T","T","8b","2","1","3"
"1812","2_T","T","1u","1","2","3"
"1815","3_T","T","10b","1","2","3"
"1817","3_T","T","3u","1","2","3"
"1818","3_T","T","6b","1","2","3"
"1821","3_T","T","4u","1","2","3"
"1822","3_T","T","2u","1","2","3"
"1823","3_T","T","9b","1","2","3"
"1825","3_T","T","7b","1","2","3"
"1826","3_T","T","6u","1","2","3"
"1828","3_T","T","3b","1","2","3"
"1830","3_T","T","1b","1","2","3"
"1831","3_T","T","10u","1","2","3"
"1833","3_T","T","5b","1","2","3"
"1834","3_T","T","9u","1","2","3"
"1835","3_T","T","7u","1","2","3"
"1836","3_T","T","4b","1","2","3"
"1838","3_T","T","8u","1","2","3"
"1840","3_T","T","2b","1","2","3"
"1841","3_T","T","5u","1","2","3"
"1843","3_T","T","8b","1","2","3"
"1844","3_T","T","1u","1","2","3"
"1847","4_T","T","10b","2","1","3"
"1849","4_T","T","3u","2","1","3"
"1850","4_T","T","6b","3","1","2"
"1853","4_T","T","4u","2","1","3"
"1854","4_T","T","2u","2","1","3"
"1855","4_T","T","9b","2","1","3"
"1857","4_T","T","7b","2","1","3"
"1858","4_T","T","6u","2","1","3"
"1860","4_T","T","3b","2","1","3"
"1862","4_T","T","1b","2","1","3"
"1863","4_T","T","10u","2","1","3"
"1865","4_T","T","5b","2","1","3"
"1866","4_T","T","9u","2","1","3"
"1867","4_T","T","7u","2","1","3"
"1868","4_T","T","4b","2","1","3"
"1870","4_T","T","8u","2","1","3"
"1872","4_T","T","2b","2","1","3"
"1873","4_T","T","5u","2","1","3"
"1875","4_T","T","8b","2","1","3"
"1876","4_T","T","1u","2","1","3"
"1879","5_T","T","10b","2","1","3"
"1881","5_T","T","3u","2","1","3"
"1882","5_T","T","6b","2","1","3"
"1885","5_T","T","4u","3","1","2"
"1886","5_T","T","2u","2","1","3"
"1887","5_T","T","9b","2","1","3"
"1889","5_T","T","7b","2","1","3"
"1890","5_T","T","6u","2","1","3"
"1892","5_T","T","3b","2","1","3"
"1894","5_T","T","1b","2","1","3"
"1895","5_T","T","10u","2","1","3"
"1897","5_T","T","5b","2","1","3"
"1898","5_T","T","9u","2","1","3"
"1899","5_T","T","7u","2","1","3"
"1900","5_T","T","4b","2","1","3"
"1902","5_T","T","8u","2","1","3"
"1904","5_T","T","2b","2","1","3"
"1905","5_T","T","5u","2","1","3"
"1907","5_T","T","8b","2","1","3"
"1908","5_T","T","1u","2","1","3"
"1911","6_T","T","10b","2","1","3"
"1913","6_T","T","3u","2","1","3"
"1914","6_T","T","6b","2","1","3"
"1917","6_T","T","4u","2","1","3"
"1918","6_T","T","2u","2","1","3"
"1919","6_T","T","9b","2","1","3"
"1921","6_T","T","7b","2","1","3"
"1922","6_T","T","6u","2","1","3"
"1924","6_T","T","3b","2","1","3"
"1926","6_T","T","1b","2","1","3"
"1927","6_T","T","10u","2","1","3"
"1929","6_T","T","5b","2","1","3"
"1930","6_T","T","9u","2","1","3"
"1931","6_T","T","7u","2","1","3"
"1932","6_T","T","4b","2","1","3"
"1934","6_T","T","8u","2","1","3"
"1936","6_T","T","2b","2","1","3"
"1937","6_T","T","5u","2","1","3"
"1939","6_T","T","8b","2","1","3"
"1940","6_T","T","1u","2","1","3"
"1943","7_T","T","10b","2","1","3"
"1945","7_T","T","3u","2","1","3"
"1946","7_T","T","6b","3","1","2"
"1949","7_T","T","4u","3","1","2"
"1950","7_T","T","2u","2","1","3"
"1951","7_T","T","9b","3","2","1"
"1953","7_T","T","7b","2","1","3"
"1954","7_T","T","6u","1","2","3"
"1956","7_T","T","3b","2","1","3"
"1958","7_T","T","1b","1","2","3"
"1959","7_T","T","10u","1","2","3"
"1961","7_T","T","5b","2","1","3"
"1962","7_T","T","9u","1","2","3"
"1963","7_T","T","7u","2","1","3"
"1964","7_T","T","4b","2","1","3"
"1966","7_T","T","8u","1","2","3"
"1968","7_T","T","2b","2","1","3"
"1969","7_T","T","5u","3","2","1"
"1971","7_T","T","8b","1","2","3"
"1972","7_T","T","1u","2","1","3"
"1975","8_T","T","10b","2","1","3"
"1977","8_T","T","3u","1","2","3"
"1978","8_T","T","6b","1","2","3"
"1981","8_T","T","4u","1","2","3"
"1982","8_T","T","2u","1","2","3"
"1983","8_T","T","9b","1","2","3"
"1985","8_T","T","7b","1","2","3"
"1986","8_T","T","6u","1","2","3"
"1988","8_T","T","3b","1","2","3"
"1990","8_T","T","1b","1","2","3"
"1991","8_T","T","10u","1","2","3"
"1993","8_T","T","5b","1","2","3"
"1994","8_T","T","9u","1","2","3"
"1995","8_T","T","7u","1","2","3"
"1996","8_T","T","4b","1","2","3"
"1998","8_T","T","8u","1","2","3"
"2000","8_T","T","2b","1","2","3"
"2001","8_T","T","5u","1","2","3"
"2003","8_T","T","8b","1","2","3"
"2004","8_T","T","1u","1","2","3"
"2007","9_T","T","10b","2","1","3"
"2009","9_T","T","3u","1","2","3"
"2010","9_T","T","6b","2","1","3"
"2013","9_T","T","4u","2","1","3"
"2014","9_T","T","2u","2","1","3"
"2015","9_T","T","9b","2","1","3"
"2017","9_T","T","7b","1","2","3"
"2018","9_T","T","6u","2","1","3"
"2020","9_T","T","3b","2","1","3"
"2022","9_T","T","1b","2","1","3"
"2023","9_T","T","10u","2","1","3"
"2025","9_T","T","5b","2","1","3"
"2026","9_T","T","9u","2","1","3"
"2027","9_T","T","7u","2","1","3"
"2028","9_T","T","4b","1","2","3"
"2030","9_T","T","8u","1","2","3"
"2032","9_T","T","2b","1","3","2"
"2033","9_T","T","5u","1","2","3"
"2035","9_T","T","8b","3","1","2"
"2036","9_T","T","1u","2","1","3"
"2039","10_T","T","10b","2","1","3"
"2041","10_T","T","3u","2","1","3"
"2042","10_T","T","6b","2","1","3"
"2045","10_T","T","4u","2","1","3"
"2046","10_T","T","2u","2","1","3"
"2047","10_T","T","9b","2","1","3"
"2049","10_T","T","7b","2","1","3"
"2050","10_T","T","6u","2","1","3"
"2052","10_T","T","3b","2","1","3"
"2054","10_T","T","1b","2","1","3"
"2055","10_T","T","10u","2","1","3"
"2057","10_T","T","5b","2","1","3"
"2058","10_T","T","9u","1","2","3"
"2059","10_T","T","7u","1","2","3"
"2060","10_T","T","4b","2","1","3"
"2062","10_T","T","8u","2","1","3"
"2064","10_T","T","2b","2","1","3"
"2065","10_T","T","5u","2","1","3"
"2067","10_T","T","8b","2","1","3"
"2068","10_T","T","1u","2","1","3"
"2071","11_T","T","10b","3","1","2"
"2073","11_T","T","3u","1","2","3"
"2074","11_T","T","6b","2","1","3"
"2077","11_T","T","4u","1","2","3"
"2078","11_T","T","2u","2","1","3"
"2079","11_T","T","9b","2","1","3"
"2081","11_T","T","7b","2","1","3"
"2082","11_T","T","6u","2","1","3"
"2084","11_T","T","3b","2","1","3"
"2086","11_T","T","1b","2","1","3"
"2087","11_T","T","10u","2","1","3"
"2089","11_T","T","5b","2","1","3"
"2090","11_T","T","9u","2","1","3"
"2091","11_T","T","7u","2","1","3"
"2092","11_T","T","4b","2","1","3"
"2094","11_T","T","8u","2","1","3"
"2096","11_T","T","2b","2","1","3"
"2097","11_T","T","5u","2","1","3"
"2099","11_T","T","8b","2","1","3"
"2100","11_T","T","1u","2","1","3"
"2103","12_T","T","10b","3","1","2"
"2105","12_T","T","3u","2","1","3"
"2106","12_T","T","6b","1","3","2"
"2109","12_T","T","4u","1","2","3"
"2110","12_T","T","2u","1","2","3"
"2111","12_T","T","9b","1","2","3"
"2113","12_T","T","7b","3","1","2"
"2114","12_T","T","6u","3","1","2"
"2116","12_T","T","3b","2","1","3"
"2118","12_T","T","1b","3","1","2"
"2119","12_T","T","10u","3","1","2"
"2121","12_T","T","5b","2","1","3"
"2122","12_T","T","9u","2","1","3"
"2123","12_T","T","7u","2","1","3"
"2124","12_T","T","4b","3","1","2"
"2126","12_T","T","8u","3","1","2"
"2128","12_T","T","2b","3","1","2"
"2129","12_T","T","5u","3","1","2"
"2131","12_T","T","8b","3","1","2"
"2132","12_T","T","1u","3","1","2"
"2135","13_T","T","10b","2","1","3"
"2137","13_T","T","3u","2","1","3"
"2138","13_T","T","6b","1","2","3"
"2141","13_T","T","4u","1","2","3"
"2142","13_T","T","2u","2","1","3"
"2143","13_T","T","9b","1","2","3"
"2145","13_T","T","7b","2","1","3"
"2146","13_T","T","6u","1","3","2"
"2148","13_T","T","3b","1","2","3"
"2150","13_T","T","1b","1","2","3"
"2151","13_T","T","10u","1","2","3"
"2153","13_T","T","5b","1","2","3"
"2154","13_T","T","9u","1","2","3"
"2155","13_T","T","7u","1","2","3"
"2156","13_T","T","4b","1","3","2"
"2158","13_T","T","8u","1","2","3"
"2160","13_T","T","2b","1","2","3"
"2161","13_T","T","5u","1","2","3"
"2163","13_T","T","8b","1","2","3"
"2164","13_T","T","1u","1","2","3"
"2167","14_T","T","10b","1","2","3"
"2169","14_T","T","3u","1","2","3"
"2170","14_T","T","6b","1","2","3"
"2173","14_T","T","4u","1","2","3"
"2174","14_T","T","2u","1","2","3"
"2175","14_T","T","9b","1","2","3"
"2177","14_T","T","7b","1","2","3"
"2178","14_T","T","6u","1","2","3"
"2180","14_T","T","3b","1","2","3"
"2182","14_T","T","1b","1","2","3"
"2183","14_T","T","10u","1","2","3"
"2185","14_T","T","5b","1","2","3"
"2186","14_T","T","9u","1","2","3"
"2187","14_T","T","7u","1","2","3"
"2188","14_T","T","4b","1","2","3"
"2190","14_T","T","8u","1","2","3"
"2192","14_T","T","2b","1","2","3"
"2193","14_T","T","5u","1","2","3"
"2195","14_T","T","8b","1","2","3"
"2196","14_T","T","1u","1","2","3"
"2199","15_T","T","10b","2","1","3"
"2201","15_T","T","3u","2","1","3"
"2202","15_T","T","6b","2","1","3"
"2205","15_T","T","4u","2","1","3"
"2206","15_T","T","2u","2","1","3"
"2207","15_T","T","9b","2","1","3"
"2209","15_T","T","7b","2","1","3"
"2210","15_T","T","6u","2","1","3"
"2212","15_T","T","3b","2","1","3"
"2214","15_T","T","1b","2","1","3"
"2215","15_T","T","10u","2","1","3"
"2217","15_T","T","5b","2","1","3"
"2218","15_T","T","9u","2","1","3"
"2219","15_T","T","7u","2","1","3"
"2220","15_T","T","4b","2","1","3"
"2222","15_T","T","8u","2","1","3"
"2224","15_T","T","2b","2","1","3"
"2225","15_T","T","5u","2","1","3"
"2227","15_T","T","8b","2","1","3"
"2228","15_T","T","1u","2","1","3"
"2231","16_T","T","10b","2","1","3"
"2233","16_T","T","3u","1","2","3"
"2234","16_T","T","6b","1","2","3"
"2237","16_T","T","4u","1","2","3"
"2238","16_T","T","2u","1","2","3"
"2239","16_T","T","9b","1","2","3"
"2241","16_T","T","7b","1","2","3"
"2242","16_T","T","6u","1","2","3"
"2244","16_T","T","3b","1","2","3"
"2246","16_T","T","1b","1","2","3"
"2247","16_T","T","10u","1","2","3"
"2249","16_T","T","5b","1","2","3"
"2250","16_T","T","9u","1","2","3"
"2251","16_T","T","7u","1","2","3"
"2252","16_T","T","4b","1","2","3"
"2254","16_T","T","8u","1","2","3"
"2256","16_T","T","2b","1","2","3"
"2257","16_T","T","5u","1","2","3"
"2259","16_T","T","8b","1","2","3"
"2260","16_T","T","1u","1","2","3"
"2263","17_T","T","10b","1","3","2"
"2265","17_T","T","3u","1","2","3"
"2266","17_T","T","6b","1","2","3"
"2269","17_T","T","4u","1","2","3"
"2270","17_T","T","2u","3","1","2"
"2271","17_T","T","9b","1","2","3"
"2273","17_T","T","7b","1","2","3"
"2274","17_T","T","6u","2","1","3"
"2276","17_T","T","3b","2","3","1"
"2278","17_T","T","1b","1","2","3"
"2279","17_T","T","10u","1","2","3"
"2281","17_T","T","5b","3","2","1"
"2282","17_T","T","9u","1","2","3"
"2283","17_T","T","7u","3","1","2"
"2284","17_T","T","4b","3","2","1"
"2286","17_T","T","8u","2","1","3"
"2288","17_T","T","2b","3","1","2"
"2289","17_T","T","5u","3","1","2"
"2291","17_T","T","8b","1","2","3"
"2292","17_T","T","1u","1","2","3"
"2295","18_T","T","10b","2","1","3"
"2297","18_T","T","3u","2","1","3"
"2298","18_T","T","6b","2","1","3"
"2301","18_T","T","4u","2","1","3"
"2302","18_T","T","2u","2","1","3"
"2303","18_T","T","9b","2","1","3"
"2305","18_T","T","7b","2","1","3"
"2306","18_T","T","6u","2","1","3"
"2308","18_T","T","3b","2","1","3"
"2310","18_T","T","1b","2","1","3"
"2311","18_T","T","10u","2","1","3"
"2313","18_T","T","5b","2","1","3"
"2314","18_T","T","9u","2","1","3"
"2315","18_T","T","7u","2","1","3"
"2316","18_T","T","4b","2","1","3"
"2318","18_T","T","8u","2","1","3"
"2320","18_T","T","2b","2","1","3"
"2321","18_T","T","5u","2","1","3"
"2323","18_T","T","8b","2","1","3"
"2324","18_T","T","1u","2","1","3"
"2327","19_T","T","10b","2","1","3"
"2329","19_T","T","3u","2","1","3"
"2330","19_T","T","6b","2","1","3"
"2333","19_T","T","4u","1","2","3"
"2334","19_T","T","2u","1","3","2"
"2335","19_T","T","9b","2","1","3"
"2337","19_T","T","7b","1","2","3"
"2338","19_T","T","6u","1","2","3"
"2340","19_T","T","3b","1","2","3"
"2342","19_T","T","1b","2","1","3"
"2343","19_T","T","10u","2","1","3"
"2345","19_T","T","5b","2","1","3"
"2346","19_T","T","9u","2","1","3"
"2347","19_T","T","7u","2","1","3"
"2348","19_T","T","4b","1","2","3"
"2350","19_T","T","8u","2","1","3"
"2352","19_T","T","2b","1","2","3"
"2353","19_T","T","5u","2","1","3"
"2355","19_T","T","8b","1","2","3"
"2356","19_T","T","1u","1","3","2"
"2359","20_T","T","10b","3","2","1"
"2361","20_T","T","3u","2","1","3"
"2362","20_T","T","6b","3","1","2"
"2365","20_T","T","4u","1","3","2"
"2366","20_T","T","2u","3","1","2"
"2367","20_T","T","9b","2","1","3"
"2369","20_T","T","7b","3","1","2"
"2370","20_T","T","6u","1","3","2"
"2372","20_T","T","3b","3","1","2"
"2374","20_T","T","1b","3","1","2"
"2375","20_T","T","10u","2","3","1"
"2377","20_T","T","5b","2","3","1"
"2378","20_T","T","9u","1","2","3"
"2379","20_T","T","7u","3","2","1"
"2380","20_T","T","4b","3","1","2"
"2382","20_T","T","8u","3","2","1"
"2384","20_T","T","2b","3","1","2"
"2385","20_T","T","5u","3","2","1"
"2387","20_T","T","8b","3","1","2"
"2388","20_T","T","1u","3","2","1"
"2391","21_T","T","10b","3","2","1"
"2393","21_T","T","3u","2","1","3"
"2394","21_T","T","6b","1","2","3"
"2397","21_T","T","4u","1","2","3"
"2398","21_T","T","2u","1","2","3"
"2399","21_T","T","9b","1","3","2"
"2401","21_T","T","7b","3","1","2"
"2402","21_T","T","6u","1","2","3"
"2404","21_T","T","3b","1","2","3"
"2406","21_T","T","1b","1","2","3"
"2407","21_T","T","10u","1","2","3"
"2409","21_T","T","5b","2","1","3"
"2410","21_T","T","9u","2","1","3"
"2411","21_T","T","7u","1","2","3"
"2412","21_T","T","4b","2","1","3"
"2414","21_T","T","8u","1","3","2"
"2416","21_T","T","2b","3","1","2"
"2417","21_T","T","5u","1","2","3"
"2419","21_T","T","8b","1","2","3"
"2420","21_T","T","1u","3","1","2"
"2423","22_T","T","10b","2","1","3"
"2425","22_T","T","3u","2","1","3"
"2426","22_T","T","6b","2","1","3"
"2429","22_T","T","4u","2","1","3"
"2430","22_T","T","2u","2","1","3"
"2431","22_T","T","9b","3","1","2"
"2433","22_T","T","7b","2","1","3"
"2434","22_T","T","6u","2","1","3"
"2436","22_T","T","3b","2","1","3"
"2438","22_T","T","1b","3","1","2"
"2439","22_T","T","10u","3","1","2"
"2441","22_T","T","5b","3","1","2"
"2442","22_T","T","9u","3","1","2"
"2443","22_T","T","7u","3","1","2"
"2444","22_T","T","4b","3","1","2"
"2446","22_T","T","8u","3","1","2"
"2448","22_T","T","2b","3","1","2"
"2449","22_T","T","5u","3","1","2"
"2451","22_T","T","8b","3","1","2"
"2452","22_T","T","1u","3","1","2"
"2455","23_T","T","10b","2","1","3"
"2457","23_T","T","3u","1","2","3"
"2458","23_T","T","6b","2","1","3"
"2461","23_T","T","4u","1","2","3"
"2462","23_T","T","2u","2","1","3"
"2463","23_T","T","9b","3","1","2"
"2465","23_T","T","7b","2","1","3"
"2466","23_T","T","6u","3","1","2"
"2468","23_T","T","3b","2","1","3"
"2470","23_T","T","1b","2","1","3"
"2471","23_T","T","10u","2","1","3"
"2473","23_T","T","5b","2","1","3"
"2474","23_T","T","9u","2","1","3"
"2475","23_T","T","7u","2","1","3"
"2476","23_T","T","4b","3","1","2"
"2478","23_T","T","8u","2","1","3"
"2480","23_T","T","2b","3","1","2"
"2481","23_T","T","5u","3","1","2"
"2483","23_T","T","8b","2","1","3"
"2484","23_T","T","1u","2","1","3"
"2487","24_T","T","10b","2","1","3"
"2489","24_T","T","3u","2","1","3"
"2490","24_T","T","6b","2","1","3"
"2493","24_T","T","4u","2","1","3"
"2494","24_T","T","2u","2","1","3"
"2495","24_T","T","9b","2","1","3"
"2497","24_T","T","7b","2","1","3"
"2498","24_T","T","6u","2","1","3"
"2500","24_T","T","3b","2","1","3"
"2502","24_T","T","1b","2","1","3"
"2503","24_T","T","10u","2","1","3"
"2505","24_T","T","5b","2","1","3"
"2506","24_T","T","9u","1","2","3"
"2507","24_T","T","7u","2","1","3"
"2508","24_T","T","4b","2","1","3"
"2510","24_T","T","8u","2","1","3"
"2512","24_T","T","2b","2","1","3"
"2513","24_T","T","5u","2","1","3"
"2515","24_T","T","8b","2","1","3"
"2516","24_T","T","1u","2","1","3"
"2519","25_T","T","10b","3","1","2"
"2521","25_T","T","3u","3","1","2"
"2522","25_T","T","6b","3","1","2"
"2525","25_T","T","4u","3","1","2"
"2526","25_T","T","2u","3","1","2"
"2527","25_T","T","9b","3","1","2"
"2529","25_T","T","7b","3","1","2"
"2530","25_T","T","6u","3","1","2"
"2532","25_T","T","3b","3","1","2"
"2534","25_T","T","1b","3","1","2"
"2535","25_T","T","10u","3","1","2"
"2537","25_T","T","5b","3","1","2"
"2538","25_T","T","9u","3","1","2"
"2539","25_T","T","7u","3","1","2"
"2540","25_T","T","4b","3","1","2"
"2542","25_T","T","8u","3","1","2"
"2544","25_T","T","2b","3","1","2"
"2545","25_T","T","5u","3","1","2"
"2547","25_T","T","8b","2","1","3"
"2548","25_T","T","1u","2","1","3"
"2551","26_T","T","10b","1","2","3"
"2553","26_T","T","3u","1","2","3"
"2554","26_T","T","6b","1","2","3"
"2557","26_T","T","4u","1","2","3"
"2558","26_T","T","2u","1","2","3"
"2559","26_T","T","9b","1","2","3"
"2561","26_T","T","7b","1","2","3"
"2562","26_T","T","6u","1","2","3"
"2564","26_T","T","3b","1","2","3"
"2566","26_T","T","1b","1","2","3"
"2567","26_T","T","10u","1","2","3"
"2569","26_T","T","5b","1","2","3"
"2570","26_T","T","9u","1","2","3"
"2571","26_T","T","7u","1","2","3"
"2572","26_T","T","4b","1","2","3"
"2574","26_T","T","8u","1","2","3"
"2576","26_T","T","2b","1","2","3"
"2577","26_T","T","5u","1","2","3"
"2579","26_T","T","8b","1","2","3"
"2580","26_T","T","1u","1","2","3"
"2583","27_T","T","10b","2","1","3"
"2585","27_T","T","3u","2","1","3"
"2586","27_T","T","6b","2","1","3"
"2589","27_T","T","4u","2","1","3"
"2590","27_T","T","2u","2","1","3"
"2591","27_T","T","9b","2","1","3"
"2593","27_T","T","7b","2","1","3"
"2594","27_T","T","6u","2","1","3"
"2596","27_T","T","3b","2","1","3"
"2598","27_T","T","1b","2","1","3"
"2599","27_T","T","10u","2","1","3"
"2601","27_T","T","5b","2","1","3"
"2602","27_T","T","9u","2","1","3"
"2603","27_T","T","7u","2","1","3"
"2604","27_T","T","4b","2","1","3"
"2606","27_T","T","8u","2","1","3"
"2608","27_T","T","2b","2","1","3"
"2609","27_T","T","5u","2","1","3"
"2611","27_T","T","8b","2","1","3"
"2612","27_T","T","1u","2","1","3"
"2615","28_T","T","10b","1","2","3"
"2617","28_T","T","3u","1","2","3"
"2618","28_T","T","6b","1","2","3"
"2621","28_T","T","4u","1","2","3"
"2622","28_T","T","2u","1","2","3"
"2623","28_T","T","9b","1","2","3"
"2625","28_T","T","7b","1","2","3"
"2626","28_T","T","6u","1","2","3"
"2628","28_T","T","3b","1","2","3"
"2630","28_T","T","1b","1","2","3"
"2631","28_T","T","10u","1","2","3"
"2633","28_T","T","5b","1","2","3"
"2634","28_T","T","9u","1","2","3"
"2635","28_T","T","7u","1","2","3"
"2636","28_T","T","4b","2","1","3"
"2638","28_T","T","8u","1","2","3"
"2640","28_T","T","2b","1","2","3"
"2641","28_T","T","5u","1","2","3"
"2643","28_T","T","8b","1","2","3"
"2644","28_T","T","1u","1","2","3"
"2647","29_T","T","10b","2","1","3"
"2649","29_T","T","3u","3","1","2"
"2650","29_T","T","6b","1","2","3"
"2653","29_T","T","4u","2","1","3"
"2654","29_T","T","2u","2","1","3"
"2655","29_T","T","9b","2","1","3"
"2657","29_T","T","7b","3","1","2"
"2658","29_T","T","6u","2","1","3"
"2660","29_T","T","3b","2","1","3"
"2662","29_T","T","1b","2","1","3"
"2663","29_T","T","10u","2","1","3"
"2665","29_T","T","5b","3","1","2"
"2666","29_T","T","9u","2","1","3"
"2667","29_T","T","7u","2","1","3"
"2668","29_T","T","4b","3","1","2"
"2670","29_T","T","8u","3","1","2"
"2672","29_T","T","2b","2","1","3"
"2673","29_T","T","5u","2","1","3"
"2675","29_T","T","8b","2","1","3"
"2676","29_T","T","1u","3","1","2"
"2679","30_T","T","10b","2","1","3"
"2681","30_T","T","3u","2","1","3"
"2682","30_T","T","6b","2","1","3"
"2685","30_T","T","4u","2","1","3"
"2686","30_T","T","2u","2","1","3"
"2687","30_T","T","9b","2","1","3"
"2689","30_T","T","7b","2","1","3"
"2690","30_T","T","6u","2","1","3"
"2692","30_T","T","3b","2","1","3"
"2694","30_T","T","1b","2","1","3"
"2695","30_T","T","10u","2","1","3"
"2697","30_T","T","5b","2","1","3"
"2698","30_T","T","9u","2","1","3"
"2699","30_T","T","7u","2","1","3"
"2700","30_T","T","4b","2","1","3"
"2702","30_T","T","8u","2","1","3"
"2704","30_T","T","2b","2","1","3"
"2705","30_T","T","5u","2","1","3"
"2707","30_T","T","8b","2","1","3"
"2708","30_T","T","1u","2","1","3"
